"Country","Facility Name","Owner Name (Company)","Operator Name","Latitude","Longitude","City (Site Name)","County","State / Province / Territory","Zip Code / Postal Code","Address","Total Capacity (MW)","Total Renewable Capacity (MW)","Primary Energy Source","Primary Renewable Energy Source","Coal (MW)","Natural Gas (MW)","Petroleum (MW)","Other Energy Source (MW)","Hydroelectric (MW)","Pumped-Storage Hydroelectric (MW)","Nuclear (MW)","Solar (MW)","Wind (MW)","Geothermal (MW)","Biomass (MW)","Tidal (MW)","Source Agency","Reference Period"
"Canada","H R Milner","Maxim Power Corp","Maxim Power Corp","54.0071081","-119.1032033","Grande Cache","","Alberta","","Alberta 40","150","0","Coal","","150","0","0","0","0","0","0","0","0","0","0","0","Milner Power","2016"
"Canada","Waneta","BC Hydro (33%) / Teck Metals (66%)","FortisBC","49.0041477","-117.6128674","Pend D'Oreille River","","British Columbia","","","493.2","493.2","Hydroelectric","Hydroelectric","0","0","0","0","493.2","0","0","0","0","0","0","0","BC Hydro Quick Facts","201506"
"Canada","Charlottetown Thermal Generating Station","Maritime Electric Co Ltd","Maritime Electric Co Ltd","46.2383","-63.1182","Charlottetown","","Prince Edward Island","","","109","0","Petroleum","","0","0","109","0","0","0","0","0","0","0","0","0","Maritime Electric","201512"
"Canada","Twin Falls (Iron Ore)","","Iron Ore Co. of Canada","53.4963137","-64.5157712","","","Newfoundland and Labrador","","","225","225","Hydroelectric","Hydroelectric","0","0","0","0","225","0","0","0","0","0","0","0","CIEEDAC","201512"
"Canada","Boundary Dam","Saskatchewan Power Corp","Saskatchewan Power Corp","49.09606","-103.0305","Bienfait","","Saskatchewan","S0C 0M0","","672","0","Coal","","672","0","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Meridian Cogeneration","TransAlta Ltd / Husky Oil Ltd","TransAlta Ltd / Husky Oil Ltd","53.2593","-109.9512","Lloydminster","","Saskatchewan","","","210","0","Natural Gas","","0","210","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","North Battleford","Saskatchewan Power Corp","Saskatchewan Power Corp","52.68323","-108.17154","North Battleford","","Saskatchewan","","","260","0","Natural Gas","","0","260","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Poplar River","Saskatchewan Power Corp","Saskatchewan Power Corp","49.0579076","-105.485058","Coronach","","Saskatchewan","S0H 0Z0","","582","0","Coal","","582","0","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Queen Elizabeth","Saskatchewan Power Corp","Saskatchewan Power Corp","52.0944","-106.705","Saskatoon","","Saskatchewan","","","634","0","Natural Gas","","0","634","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Shand","Saskatchewan Power Corp","Saskatchewan Power Corp","49.0750509","-102.8640833","Estevan","","Saskatchewan","","","276","0","Coal","","276","0","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Yellowhead","Saskatchewan Power Corp","Saskatchewan Power Corp","52.723374","-108.231795","North Battleford","","Saskatchewan","","","138","0","Natural Gas","","0","138","0","0","0","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Armow","Sp Armow Wind Ontario LP","","44.2043992","-81.4573523","Kincardine","","Ontario","","","180","180","Wind","Wind","0","0","0","0","0","0","0","0","180","0","0","0","CanWEA","201612"
"Canada","Baie-des-Sables","TransCanada Wind (72%) / Innergex Inc (38%)","TransCanada Wind & Innergex Inc","48.7065714","-67.8841145","Baie-des-Sables","","Québec","","","109.5","109.5","Wind","Wind","0","0","0","0","0","0","0","0","109.5","0","0","0","CanWEA","201612"
"Canada","Bear Mountain","Bear Mountain Wind LP","AltaGas Ltd","55.7041257","-120.4263595","Dawson Creek","","British Columbia","","","102","102","Wind","Wind","0","0","0","0","0","0","0","0","102","0","0","0","CanWEA","201612"
"Canada","Blackspring Ridge","EDF/Enbridge","EDF/Enbridge","50.1524879","-112.8226365","Carmangay","","Alberta","","","298.8","298.8","Wind","Wind","0","0","0","0","0","0","0","0","298.8","0","0","0","CanWEA","201612"
"Canada","Carleton","Innergex Inc (38%)","","48.2065227","-66.1389666","Carleton-sur-Mer","","Québec","","","109.5","109.5","Wind","Wind","0","0","0","0","0","0","0","0","109.5","0","0","0","CanWEA","201612"
"Canada","Cedar Point","Cedar Point II LP","Cedar Point II LP","43.0827904","-82.052755","Forest","","Ontario","","","100","100","Wind","Wind","0","0","0","0","0","0","0","0","100","0","0","0","CanWEA","201612"
"Canada","Centennial","Saskatchewan Power Corp","Saskatchewan Power Corp","50.162055","-107.4578711","Swift Current","","Saskatchewan","","","149.4","149.4","Wind","Wind","0","0","0","0","0","0","0","0","149.4","0","0","0","CanWEA","201612"
"Canada","Chatham","Kruger Energy Chatham LP","Kruger Energy Chatham LP","42.2064839","-82.3225767","Port Alma","","Ontario","","","101.2","101.2","Wind","Wind","0","0","0","0","0","0","0","0","101.2","0","0","0","CanWEA","201612"
"Canada","Comber East / West","2016 Comber Wind LP","Comber Wind LP","42.2195095","-82.5614429","Comber","","Ontario","","","165.6","165.6","Wind","Wind","0","0","0","0","0","0","0","0","165.6","0","0","0","CanWEA","201612"
"Canada","Coteau Creek","Saskatchewan Power Corp","Saskatchewan Power Corp","51.2747686","-106.873648","Nipawin","","Saskatchewan","","","186","186","Hydroelectric","Hydroelectric","0","0","0","0","186","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","De l'Érable","Elecnor","Elecnor","46.1059336","-71.683885","Saint-Ferdinand","","Québec","G0N 1N0","","100","100","Wind","Wind","0","0","0","0","0","0","0","0","100","0","0","0","CanWEA","201612"
"Canada","Des Moulins I","Invenergy Wind Canada","Invenergy Wind Canada","46.1637076","-71.3546453","St-Jean-de-Brebeuf / Kinnear's Mills / Thetford Mines","","Québec","","","135.7","135.7","Wind","Wind","0","0","0","0","0","0","0","0","135.7","0","0","0","CanWEA","201612"
"Canada","Dokie","Alterra Power Corp (51%) / GE Energy Financial Services (","Dokie General Partnership","55.8117747","-122.2473534","Chetwynd","","British Columbia","","","144","144","Wind","Wind","0","0","0","0","0","0","0","0","144","0","0","0","CanWEA","201612"
"Canada","E B Campbell","Saskatchewan Power Corp","Saskatchewan Power Corp","53.6889802","-103.3475186","Saskatchewan River","","Saskatchewan","","","289","289","Hydroelectric","Hydroelectric","0","0","0","0","289","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Goshen","Goshen Wind, LP","Goshen Wind, LP","43.298621","-81.6144098","Dashwood","","Ontario","","","102.4","102.4","Wind","Wind","0","0","0","0","0","0","0","0","102.4","0","0","0","CanWEA","201612"
"Canada","Grand Renewable Energy Park","Grand Renewable Wind LP","Samsung / Pattern Energy","42.8813839","-79.7879137","Cayuga","","Ontario","","","149","149","Wind","Wind","0","0","0","0","0","0","0","0","149","0","0","0","CanWEA","201612"
"Canada","Gros-Morne II","Innergex Inc (38%) / TransCanada (42%)","","49.2201667","-65.4206855","Sainte-Madeleine-de-la-Riviere-Madeleine","","Québec","","","111","111","Wind","Wind","0","0","0","0","0","0","0","0","111","0","0","0","CanWEA","201612"
"Canada","Halkirk","Capital Power","Capital Power","52.2609478","-112.0270519","Halkrik","","Alberta","","","149.4","149.4","Wind","Wind","0","0","0","0","0","0","0","0","149.4","0","0","0","CanWEA","201612"
"Canada","Island Falls (Sk)","Saskatchewan Power Corp","Saskatchewan Power Corp","55.5284089","-102.3561468","Island Falls","","Saskatchewan","","","111","111","Hydroelectric","Hydroelectric","0","0","0","0","111","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Jardin d'Éole","Northland Power Inc","Northland Power Inc","48.7354586","-67.6658235","Saint-Ulric / Saint-Leandre","","Québec","","","133.3","133.3","Wind","Wind","0","0","0","0","0","0","0","0","133.3","0","0","0","CanWEA","201612"
"Canada","Jericho","Jericho Wind, LP","Jericho Wind, LP","43.1333108","-81.8938433","Thedford","","Ontario","","","149","149","Wind","Wind","0","0","0","0","0","0","0","0","149","0","0","0","CanWEA","201612"
"Canada","K2 Wind","K2 Wind Ontario LP","","43.9372612","-81.6399097","Dungannon","","Ontario","","","270","270","Wind","Wind","0","0","0","0","0","0","0","0","270","0","0","0","CanWEA","201612"
"Canada","Kent Hills 1 / 2","TransAlta (83%)","TransAlta (83%)","45.8193591","-64.8894309","Kent Hills","","New Brunswick","","","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","CanWEA","201612"
"Canada","Lac-Alfred","Enbridge (67.5%) / EDF Energies Nouvelles (20%) / Mrc of La Mitis & Matapedia (12.5%)","","48.4193582","-67.7137491","Ste-Irène / La Rédemption / St-Zénon-Lac-Humqui / St-Cléophas / TNO du Lac Alfred / TNO du Lac-à-la-","","Québec","","","300","300","Wind","Wind","0","0","0","0","0","0","0","0","300","0","0","0","CanWEA","201612"
"Canada","Le Plateau 1","","","48.0503259","-67.4302684","Matapedia / L'Ascension-de-Patapedia","","Québec","","","138.6","138.6","Wind","Wind","0","0","0","0","0","0","0","0","138.6","0","0","0","CanWEA","201612"
"Canada","Massif du Sud","Enbridge (80%) / EDF Energies Nouvelles (20%)","EDF Energies Nouvelles / Enbridge","46.5668098","-70.4849316","Saint-Luc-de-Bellechasse / Saint-Philemon / Notre-Dame-Auxiliatrice-de-Buckland / Saint-Magloire","","Québec","","","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","CanWEA","201612"
"Canada","Melancthon II","Melancthon Wolfe Wind LP","Canadian Hydro Developers Inc","44.1179919","-80.3129239","Dundalk","","Ontario","","","132","132","Wind","Wind","0","0","0","0","0","0","0","0","132","0","0","0","CanWEA","201612"
"Canada","Mesgi'g Ugju's'n","Innergex Inc (50%) / Mi’gmawei Mawiomi Business Corp (50%)","Innergex Inc (50%) / Mi’gmawei Mawiomi Business Corp (50%)","48.2504679","-66.7255276","Rivière-Nouvelle","","Québec","","","149.3","149.3","Wind","Wind","0","0","0","0","0","0","0","0","149.3","0","0","0","CanWEA","201612"
"Canada","Montérégie","","","45.2748346","-73.5773649","Saint-Mathieu / Saint-Isidore / Saint-Remi / Saint-Michel / Saint-Constant / Mercier","","Québec","","","101.2","101.2","Wind","Wind","0","0","0","0","0","0","0","0","101.2","0","0","0","CanWEA","201612"
"Canada","Nipawin","Saskatchewan Power Corp","Saskatchewan Power Corp","53.3209526","-104.0430781","Codette","","Saskatchewan","","","255","255","Hydroelectric","Hydroelectric","0","0","0","0","255","0","0","0","0","0","0","0","SaskPower","201612"
"Canada","Port Alma","Kruger Energy Port Alma LP","Kruger Energy Port Alma LP","42.1838851","-82.2851206","Port Alma","","Ontario","","","101.2","101.2","Wind","Wind","0","0","0","0","0","0","0","0","101.2","0","0","0","CanWEA","201612"
"Canada","Port Dover / Nanticoke","Capital Power (PDN) LP","Capital Power (PDN) LP","42.8391822","-80.0273985","Nanticoke","","Ontario","","","104.4","104.4","Wind","Wind","0","0","0","0","0","0","0","0","104.4","0","0","0","CanWEA","201612"
"Canada","Prince","Brookfield Power Wind Prince LP","Brookfield Renewable Energy Partners","46.6125517","-84.4791676","Sault Ste. Marie","","Ontario","","","189","189","Wind","Wind","0","0","0","0","0","0","0","0","189","0","0","0","CanWEA","201612"
"Canada","Quality Wind","Capital Power","Capital Power","55.1845989","-120.8546767","Tumbler Ridge","","British Columbia","","","142.2","142.2","Wind","Wind","0","0","0","0","0","0","0","0","142.2","0","0","0","CanWEA","201612"
"Canada","Rivière du Moulin 1","EDF Energies Nouvelles","EDF Energies Nouvelles","47.9744783","-71.0995584","TNO Lac Pikauba","","Québec","","","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","CanWEA","201612"
"Canada","Rivière du Moulin 2","EDF Energies Nouvelles","EDF Energies Nouvelles","47.9969651","-71.0560272","","","Québec","","","200","200","Wind","Wind","0","0","0","0","0","0","0","0","200","0","0","0","CanWEA","201612"
"Canada","Seigneurie de Beaupré 2","Boralex Inc / Gazmetro","Boralex Inc / Gazmetro","47.3715008","-70.8697581","TNO du Lac Jacques-Cartier","","Québec","","","131.2","131.2","Wind","Wind","0","0","0","0","0","0","0","0","131.2","0","0","0","CanWEA","201612"
"Canada","Seigneurie de Beaupré 3","Boralex Inc / Gazmetro","Boralex Inc / Gazmetro","47.3317159","-70.890548","TNO du Lac Jacques-Cartier","","Québec","","","140.6","140.6","Wind","Wind","0","0","0","0","0","0","0","0","140.6","0","0","0","CanWEA","201612"
"Canada","South Canoe","","South Canoe Wind","44.7668121","-64.3349987","","","Nova Scotia","","","102","102","Wind","Wind","0","0","0","0","0","0","0","0","102","0","0","0","CanWEA","201612"
"Canada","South Kent","South Kent Wind LP","Samsung / Pattern Energy","42.3494573","-82.1071132","Blenheim","","Ontario","","","270","270","Wind","Wind","0","0","0","0","0","0","0","0","270","0","0","0","CanWEA","201612"
"Canada","St. Joseph","Pattern Energy","Manitoba Hydro","49.1345151","-97.4205495","Montcalm","","Manitoba","","","138","138","Wind","Wind","0","0","0","0","0","0","0","0","138","0","0","0","CanWEA","201612"
"Canada","St. Léon 1 / 2","Algonquin Power","Algonquin Power","49.3471519","-98.6344794","St Leon","","Manitoba","","","120.5","120.5","Wind","Wind","0","0","0","0","0","0","0","0","120.5","0","0","0","CanWEA","201612"
"Canada","Summerhaven","Summerhaven Wind, LP","Summerhaven Wind, LP","42.8699968","-79.937662","Nanticoke","","Ontario","","","124.4","124.4","Wind","Wind","0","0","0","0","0","0","0","0","124.4","0","0","0","CanWEA","201612"
"Canada","Underwood","Enbridge Renewable Energy Infrastructure LP","Enbridge Ontario Wind Power LP","44.3416201","-81.4533368","Kincardine","","Ontario","","","181.5","181.5","Wind","Wind","0","0","0","0","0","0","0","0","181.5","0","0","0","CanWEA","201612"
"Canada","West Lincoln Niagara Region Wind Farm","","","42.9993419","-79.5034515","","","Ontario","","","230","230","Wind","Wind","0","0","0","0","0","0","0","0","230","0","0","0","CanWEA","201612"
"Canada","Gros Morne I","Innergex Inc (38%) / TransCanada (42%)","","49.1809703","-65.4614757","","","Québec","","","100.5","100.5","Wind","Wind","0","0","0","0","0","0","0","0","100.5","0","0","0","CanWEA","201612"
"Canada","L'Anse-à-Valleau","Cartier Wind Energy","Cartier Wind Energy","49.0797627","-64.6289198","Gaspe","","Québec","G4X 4A1","1201 boul. Anse-a-Valleau","100.5","100.5","Wind","Wind","0","0","0","0","0","0","0","0","100.5","0","0","0","CanWEA","201612"
"Canada","Mont-Louis","Northland Power","Northland Power","49.181825","-65.6502108","Mont-Louis","","Québec","","","100.5","100.5","Wind","Wind","0","0","0","0","0","0","0","0","100.5","0","0","0","CanWEA","201612"
"Canada","Vents du Kempt","Le Club Éolectric (51%)","Le Club Éolectric (51%)","48.317179","-67.1407936","Ste-Marguerite-Marie","","Québec","","","101.1","101.1","Wind","Wind","0","0","0","0","0","0","0","0","101.1","0","0","0","CanWEA","201612"
"Canada","Brighton Beach","Shell Energy North America (Canada) Inc","Shell Energy North America (Canada) Inc","42.2798","-83.0946","Windsor","","Ontario","","","541.3","0","Natural Gas","","0","541.3","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","Cardinal","Cardinal Power LP","Cardinal Power of Canada Ltd Partnership","44.7846476","-75.3779187","Cardinal","","Ontario","","","156.3","0","Natural Gas","","0","156.3","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","Greenfield Energy Centre","Greenfield Energy Centre LP","Greenfield Energy Centre LP","42.7701084","-82.4528389","Courtright","","Ontario","N0N 1H0","140 Bickford Line","1005","0","Natural Gas","","0","1005","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","Lennox","Ontario Power Generation Inc","Ontario Power Generation Inc","44.1441855","-76.8480341","Stella","","Ontario","","","2000","0","Natural Gas","","0","2000","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","St. Clair","St. Clair Power LP","St. Clair Power LP","42.897277","-82.3983708","Corunna","","Ontario","N0N 1G0","790 Petrolia Line","577","0","Natural Gas","","0","577","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","TransAlta Sarnia Cogeneration","TransAlta Generation Partnership, An Alberta General Partnership of TransAlta Generation Ltd and TransAlta Corp","TransAlta (100%)","42.9346","-82.4381","Sarnia","","Ontario","N7T 7Y2","1475 Vidal St S","444","0","Natural Gas","","0","444","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","West Windsor","West Windsor Power","","42.2807","-83.0876","Windsor","","Ontario","","","122.8","0","Natural Gas","","0","122.8","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","York Energy Centre","York Energy Centre LP","York Energy Centre LP","44.0756833","-79.5308574","Newmarket","","Ontario","","","393","0","Natural Gas","","0","393","0","0","0","0","0","0","0","0","0","0","IESO","201703"
"Canada","Aubrey Falls","Brookfield Renewable Power Inc","Brookfield Renewable Energy Partners","46.9094535","-83.2129087","Elliot Lake","","Ontario","","","162","162","Hydroelectric","Hydroelectric","0","0","0","0","162","0","0","0","0","0","0","0","IESO","201703"
"Canada","Grand Renewable Energy Park","Grand Renewable Solar LP","Samsung / Pattern Energy","42.8883409","-79.8189702","Cayuga","","Ontario","","","100","100","Solar","Solar","0","0","0","0","0","0","0","100","0","0","0","0","IESO","201703"
"Canada","Sol-Luce Kingston","Kingston Solar LP","Samsung","44.3117561","-76.6511274","Odessa","","Ontario","","","100","100","Solar","Solar","0","0","0","0","0","0","0","100","0","0","0","0","IESO","201703"
"Canada","Thunderbay G3","Ontario Power Generation Inc","Ontario Power Generation Inc","48.3595712","-89.221743","Thunder Bay","","Ontario","","","135","135","Biomass","Biomass","0","0","0","0","0","0","0","0","0","0","135","0","IESO","201703"
"Canada","Wells","Brookfield Renewable Power Inc","Brookfield Renewable Energy Partners","46.4315098","-83.3859306","Thessalon","","Ontario","","","239","239","Hydroelectric","Hydroelectric","0","0","0","0","239","0","0","0","0","0","0","0","IESO","201703"
"Canada","Wolfe Island","Melancthon Wolfe Wind LP","TransAlta (100%)","44.1789769","-76.4724937","Wolfe Island","","Ontario","","","197.8","197.8","Wind","Wind","0","0","0","0","0","0","0","0","197.8","0","0","0","IESO","201703"
"Canada","Island Generation","Capital Power","Capital Power","50.069379","-125.2814523","Campbell River","","British Columbia","","4400 Orange Point Road","275","0","Natural Gas","","0","275","0","0","0","0","0","0","0","0","0","0","BC Hydro IPP supply","201704"
"Canada","East Toba","","Toba Montrose General Partnership","50.6750808","-123.9602757","Powell River","","British Columbia","","","123","123","Hydroelectric","Hydroelectric","0","0","0","0","123","0","0","0","0","0","0","0","BC Hydro IPP supply","201704"
"Canada","Howe Sound Pulp & Paper Corp","","Howe Sound Pulp & Paper Corp","49.522021","-123.4861618","Port Mellon","","British Columbia","","3838 Port Mellon Highway","112","112","Biomass","Biomass","0","0","0","0","0","0","0","0","0","0","112","0","BC Hydro IPP supply","201704"
"Canada","Kemano","","Alcan Primary Metal","53.5631714","-127.9425558","Kemano","","British Columbia","","","896","896","Hydroelectric","Hydroelectric","0","0","0","0","896","0","0","0","0","0","0","0","BC Hydro IPP supply","201704"
"Canada","Meikle Wind","","Meikle Wind Energy LP","55.2855597","-121.4690559","Tumbler Ridge","","British Columbia","","","185","185","Wind","Wind","0","0","0","0","0","0","0","0","185","0","0","0","BC Hydro IPP supply","201704"
"United States","491 E 48th Street","City of Holland","","42.7553","-86.0853","Holland","Allegan","Michigan","49423","491 E 48th Street","161.7","0","Natural Gas","","0","161.7","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","500MW CC","New York Power Authority","","40.7889","-73.9069","Astoria","Queens","New York","11105","19-51 20th Ave","528","0","Natural Gas","","0","528","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","A B Brown","Southern Indiana Gas & Elec Co","","37.9053","-87.715","Mount Vernon","Posey","Indiana","47620","8511 Welborn Road","706.8","0","Coal","","530.4","176.4","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Aberdeen CT","NorthWestern Energy - (SD)","","45.429884","-98.49396","Aberdeen","Brown","South Dakota","57401","Hwy 10","111","0","Natural Gas","","0","82.2","28.8","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Acadia Energy Center","Cleco Power LLC","","30.428611","-92.413056","Eunice","Acadia","Louisiana","70535","30385 Crowley-Eunice Hwy","1389.2","0","Natural Gas","","0","1389.2","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Adair Wind Farm","MidAmerican Energy Co","","41.4236","-94.665","Adair","Adair","Iowa","50002","106 Hillcrest St.","174.8","174.8","Wind","Wind","0","0","0","0","0","0","0","0","174.8","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Adams Wind","MidAmerican Energy Co","","40.92","-94.671667","Corning","Adams","Iowa","50851","301 W Dallas St","151.4","151.4","Wind","Wind","0","0","0","0","0","0","0","0","151.4","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AEP Waterford Facility","AEP Generation Resources Inc","","39.5333","-81.7178","Waterford","Washington","Ohio","45786","201 Righteous Ridge Road","921.6","0","Natural Gas","","0","921.6","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Alamitos LLC","AES Alamitos LLC","","33.7688","-118.1009","Long Beach","Los Angeles","California","90803","la","1922","0","Natural Gas","","0","1922","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Hawaii","AES Hawaii Inc","","21.303419","-158.106528","Kapolei","Honolulu","Hawaii","96707","91-086 Kaomi Loop","203","0","Coal","","203","0","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Huntington Beach LLC","AES Huntington Beach LLC","","33.6439","-117.9792","Huntington Beach","Orange","California","92646","21730 Newland Street","436","0","Natural Gas","","0","436","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Petersburg","Indianapolis Power & Light Co","","38.5281","-87.2525","Petersburg","Pike","Indiana","47567","State Road 57","2154.8","0","Coal","","2146.7","0","8.1","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Redondo Beach LLC","AES Redondo Beach LLC","","33.8504","-118.395","Redondo Beach","Los Angeles","California","90277","1100 N. Harbor Drive","1316.4","0","Natural Gas","","0","1316.4","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Shady Point LLC","AES Shady Point LLC","","35.1931","-94.6458","Panama","Le Flore","Oklahoma","74951","PO Box 1740","350","0","Coal","","350","0","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AES Warrior Run Cogeneration Facility","AES WR Ltd Partnership","","39.595171","-78.745333","Cumberland","Allegany","Maryland","21502","11600 Mexico Farms Rd, S.E.","229","0","Coal","","229","0","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Afton Generating Station","Public Service Co of NM","","32.114185","-106.846483","La Mesa","Dona Ana","New Mexico","88044","10100 West Afton Road","287","0","Natural Gas","","0","287","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Agua Caliente Solar Project","Agua Caliente Solar","","32.9774","-113.4945","Dateland","Yuma","Arizona","85333","67500 East Palomas Rd","347.7","347.7","Solar","Solar","0","0","0","0","0","0","0","347.7","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Agua Fria","Salt River Project","","33.5561","-112.2153","Glendale","Maricopa","Arizona","85303","7302 W Northern Ave","613.5","0.2","Natural Gas","Solar","0","613.3","0","0","0","0","0","0.2","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Air Products Port Arthur","Air Products LLC","","29.866497","-93.96515","Port Arthur","Jefferson","Texas","77640","1801 S Gulfway Drive","169.1","0","Natural Gas","","0","169.1","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","AL Sandersville LLC","SEPG Operating Services, LLC ALS","","33.1189","-82.8608","Warthen","Washington","Georgia","31094","1600 Mills Lindsey School Road","692","0","Natural Gas","","0","692","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Allen S King","Northern States Power Co - Minnesota","","45.03","-92.7786","Oak Park Heights","Washington","Minnesota","55003","1103 King Plant Rd.","598.4","0","Coal","","598.4","0","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Allen Steam Plant","Tennessee Valley Authority","","35.074087","-90.14868","Memphis","Shelby","Tennessee","38109","2574 Plant Rd.","1610.8","0","Coal","","990","620.8","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alliant Energy Neenah","Wisconsin Power & Light Co","","44.1936","-88.5064","Neenah","Winnebago","Wisconsin","52601","200 County Road CB","371","0","Natural Gas","","0","371","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Almond Power Plant","Turlock Irrigation District","","37.5744","-120.985","Modesto","Stanislaus","California","95358","4500 Crows Landing Road","223.5","0","Natural Gas","","0","223.5","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alpine Power Plant","Wolverine Power Supply Coop","","45.063748","-84.825348","Elmira","Otsego","Michigan","49730","7432 M-32","453.8","0","Natural Gas","","0","453.8","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alsey","Prairie Power, Inc","","39.569771","-90.43602","Alsey","Scott","Illinois","62694","Highway 106 South","173","0","Natural Gas","","0","173","0","0","0","0","0","0","0","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind Energy Center I","Terra-Gen Operating Co LLC","","35.033725","-118.353422","Mojave","Kern","California","93501","15100 Tehachapi Willow Springs","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind Energy Center II","Terra-Gen Operating Co LLC","","35.023889","-118.295278","Mojave","Kern","California","93501","14047 90th Street West","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind Energy Center III","Terra-Gen Operating Co LLC","","35.023889","-118.295278","Mojave","Kern","California","93501","14047 90th Street West","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind Energy Center IV","Terra-Gen Operating Co LLC","","35.008611","-118.242222","Mojave","Kern","California","93501","12941 60th Street West","102","102","Wind","Wind","0","0","0","0","0","0","0","0","102","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind Energy Center V","Terra-Gen Operating Co LLC","","35.008611","-118.242222","Mojave","Kern","California","93501","12941 60th Street West","168","168","Wind","Wind","0","0","0","0","0","0","0","0","168","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind VIII","Brookfield Energy Marketing LP","","35.026683","-118.234811","Mojave","Kern","California","93501","6703 Oak Creek Road","150","150","Wind","Wind","0","0","0","0","0","0","0","0","150","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
"United States","Alta Wind X","Terra-Gen Operating Co LLC","","35.06","-118.2","Mojave","Kern","California","93501","8650 Oak Creek Road","138","138","Wind","Wind","0","0","0","0","0","0","0","0","138","0","0","0","EIA-860, EIA-860M and EIA-923","201705"
