"Reference Period","Source Agency","Tidal (MW)","Biomass (MW)","Geothermal (MW)","Wind (MW)","Solar (MW)","Nuclear (MW)","Pumped-Storage Hydroelectric (MW)","Hydroelectric (MW)","Other Energy Source (MW)","Petroleum (MW)","Natural Gas (MW)","Coal (MW)","Primary Renewable Energy Source","Primary Energy Source","Total Renewable Capacity (MW)","Total Capacity (MW)","Address","Zip Code / Postal Code","State / Province / Territory","County","City (Site Name)","Longitude","Latitude","Operator Name","Owner Name (Company)","Facility Name","Country"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","99.9","0","0","0","0","Hydroelectric","Hydroelectric","99.9","99.9","150 Corps Lane","37030","Tennessee","Smith","Carthage","-85.94416","36.289539","","USCE-Nashville District","Cordell Hull","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","35.3","0","0","0","0","Hydroelectric","Hydroelectric","35.3","35.3","PO Box 827, Hwy 64","54732","Wisconsin","Chippewa","Cornell","-91.157427","45.164024","","Northern States Power Co - Minnesota","Cornell","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","3425 Sutton Road","14456","New York","Ontario","Seneca","-77.031","42.866","","Argos Solar LLC","Cornell Geneva Solar Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.9","0","0","0","0","Hydroelectric","Hydroelectric","1.9","1.9","Thurston Ave","14853","New York","Tompkins","Ithaca","-76.485092","42.451922","","Cornell Hydro","Cornell Hydro","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.8","0","0","0","0","0","0","0","Solar","Solar","1.8","1.8","800 Snyder Road","14850","New York","Tompkins","Lansing","-76.46","42.4975","","Ulysses Solar, LLC","Cornell Snyder Road Solar Array","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3","0","0","0","0","0","0","0","Solar","Solar","3","3","870 Holmdel Road","7733","New Jersey","Monmouth","Holmdel","-74.187778","40.352222","","OCI Solar Power","Cornerstone Power Holmdel LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.1","0","0","0","0","0","0","0","Solar","Solar","3.1","3.1","3152 . Delsea Drive","8360","New Jersey","Cumberland","Vineland","-75.043889","39.439722","","OCI Solar Power","Cornerstone Power Vineland I LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","6595 Land Fill Road","27565","North Carolina","Granville","Oxford","-78.626111","36.366944","","Heelstone Energy Holdings, LLC","Cornwall Solar Center, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.9","0","0","0","0","Hydroelectric","Hydroelectric","2.9","2.9","Adobe Avenue","91720","California","Riverside","Corona","-117.6106","33.85895","","Metropolitan Water District of S CA","Corona","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","20","0","0","0","0","0","0","0","Solar","Solar","20","20","16383 Twisselman Road","93249","California","Kern","Lost Hills","-119.905833","35.726667","","Coronal Lost Hills, LLC","Coronal Lost Hills","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","9001 Cassia Road Unit #1","92301","California","San Bernardino","Adelanto","-117.464444","34.548056","","CF SBC Master Tenant One LLC","Coronus Adelanto West 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","9001 Cassia Road, Unit #2","92301","California","San Bernardino","Adelanto","-117.464444","34.548056","","CF SBC Master Tenant One LLC","Coronus Adelanto West 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","15554 Ike Byrom Rd","76227","Texas","Denton","Aubrey","-96.979168","33.2706","","CoServ Electric","CoServ Solar Station","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.2","0","0","0","0","Hydroelectric","Hydroelectric","3.2","3.2","301 Boylston Street","1510","Massachusetts","Worcester","Clinton","-71.687218","42.40439","","Massachusetts Water Res Auth","Cosgrove Intake and Power Station","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","15","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","15","15","1701 First St","98537","Washington","Grays Harbor","Cosmopolis","-123.761086","46.954071","","Cosmo Specialty Fibers","Cosmo Specialty Fibers Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","90","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","90","90","PO Box 1690","93527","California","Inyo","Inyokern","-117.7886","36.0019","","Coso Operating Co LLC","Coso Energy Developers","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","92.2","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","92.2","92.2","PO Box 1690","93527","California","Inyo","Inyokern","-117.7981","36.0372","","Coso Operating Co LLC","Coso Finance Partners","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","90","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","90","90","PO Box 1690","93527","California","Inyo","Inyokern","-117.7917","36.0192","","Coso Operating Co LLC","Coso Power Developers","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.2","0","0","0","0","0","0","0","Solar","Solar","3.2","3.2","Cottage Street Solar Facility","1104","Massachusetts","Hampden","Springfield","-72.538333","42.145278","","Western Massachusetts Electric Company","Cottage Street Solar Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","961 Cotten Rd.Sanford","27330","North Carolina","Lee","Sanford","-79.198481","35.528489","","Heelstone Energy Holdings, LLC","Cotten Farm, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","17","0","0","0","0","0","0","0","Solar","Solar","17","17","45625 S Old US 80","85337","Arizona","Maricopa","Gila Bend","-112.661667","33.034722","","Arizona Public Service Co","Cotton Center Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","50.4","0","0","0","0","0","0","0","0","Wind","Wind","50.4","50.4","","79235","Texas","Floyd","Floydada","-101.187628","34.060333","","Cotton Plains Wind I, LLC","Cotton Plains Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.6","0","0","0","0","Hydroelectric","Hydroelectric","1.6","1.6","651 Power House Rd.","93545","California","Inyo","Lone Pine","-118.04389","36.443421","","Los Angeles Department of Water & Power","Cottonwood","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","12","0","0","0","0","0","0","0","Solar","Solar","12","12","23058 5th Avenue","93212","California","Kings","Corcoran","-119.554444","36.134444","","Dominion Renewable Energy","Cottonwood Solar, LLC (City of Corcoran)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","12","0","0","0","0","0","0","0","Solar","Solar","12","12","Paso Robles Highway","93249","California","Kern","Lost Hills","-119.58","35.593611","","Dominion Renewable Energy","Cottonwood Solar, LLC (Goose Lake)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","8001 Redwood Blvd","94945","California","Marin","Novato","-122.568158","38.129759","","Dominion Renewable Energy","Cottonwood Solar, LLC Cottonwood Carport","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","26","0","0","0","0","Hydroelectric","Hydroelectric","26","26","P.O.  BOX 429","97452","Oregon","Lane","Lowell","-122.2439","44.1307","","USACE Northwestern Division","Cougar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.9","0","0","0","0","0","0","0","Solar","Solar","2.9","2.9","214 Center Grove Rd","7869","New Jersey","Morris","Randolph","-74.581389","40.856667","","Sunlight General Morris Solar LLC","County College of Morris","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","230 Victory Lane","28152","North Carolina","Cleveland","Shelby","-81.508684","35.263255","","Heelstone Energy Holdings, LLC","County Home Solar Center, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","12.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","12.8","12.8","1292 S Route 83","60030","Illinois","Lake","Grayslake","-88.031944","42.321111","","Illinois Electricial Gen Partn","Countyside Genco LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","200","0","0","0","0","0","0","0","0","Wind","Wind","200","200","","58426","North Dakota","Stutsman","Courtenay","-98.594722","47.179722","","Northern States Power Co - Minnesota","Courtenay Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","29","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","29","29","5301 Eisenhower Ave","22304","Virginia","Alexandria City","Alexandria","-77.1288","38.8014","","Covanta Alexandria/Arlington","Covanta Alexandria/Arlington Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","17","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","17","17","125 Gleam Street","11704","New York","Suffolk","West Babylon","-73.3868","40.7348","","Covanta Babylon Inc","Covanta Babylon Inc","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","16.3","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","16.3","16.3","170 Enterprise Dr","6010","Connecticut","Hartford","Bristol","-72.9153","41.6492","","Covanta Bristol Inc","Covanta Bristol Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","57","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","57","57","31500 Pond Road","93215","California","Kern","Delano","-119.2337","35.7144","","Covanta Delano Inc","Covanta Delano Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","90","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","90","90","10 Highland Avenue","19013","Pennsylvania","Delaware","Chester","-75.3882","39.8265","","Covanta Delaware Valley LP","Covanta Delaware Valley","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","69.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","69.8","69.8","183 Raymond Blvd","7105","New Jersey","Essex","Newark","-74.1255","40.7376","","Covanta Essex Company","Covanta Essex Company","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","124","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","124","124","9898 Furnace Road","22079","Virginia","Fairfax","Lorton","-77.2411","38.695","","Covanta Fairfax Inc","Covanta Fairfax Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","46","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","46","46","100 Recovery Way","1835","Massachusetts","Essex","Haverhill","-71.1242","42.765","","Ogden Projects Inc-Haverhill","Covanta Haverhill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","78.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","78.6","78.6","600 Merchants Concourse","11590","New York","Nassau","Westbury","-73.5906","40.7389","","Covanta Hempstead Company","Covanta Hempstead","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","39.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","39.5","39.5","505 Sixth Ave., North","55405","Minnesota","Hennepin","Minneapolis","-93.280382","44.9833","","Covanta Energy Co","Covanta Hennepin Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","6.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","6.5","6.5","2320 S. Harding Street","46221","Indiana","Marion","Indianapolis","-86.189075","39.734456","","Covanta Indianapolis Inc","Covanta Indianapolis Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","15.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","15.5","15.5","3830 Rogers Industrial Park Rd","34762","Florida","Lake","Okahumpka","-81.889188","28.740206","","Covanta Lake Inc","Covanta Lake County Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","13.1","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","13.1","13.1","4850 Broolake Road NE","97305","Oregon","Marion","Brooks","-122.962761","45.048467","","Covanta Marion Inc","Covanta Marion Inc","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","28","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","28","28","400 Guillen Parkway","93640","California","Fresno","Mendota","-120.365422","36.755896","","Covanta Mendota LP","Covanta Mendota","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","50","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","50","50","100 Energy Blvd & 56th St","14304","New York","Niagara","Niagara Falls","-79.0056","43.0839","","Covanta Energy of Niagara LP","Covanta Niagara I, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","32.1","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","32.1","32.1","1155 Conshohocken Road","19428","Pennsylvania","Montgomery","Conshohocken","-75.3103","40.0967","","Covanta Plymouth Renewable Energy L P","Covanta Plymouth Renewable Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","18.3","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","18.3","18.3","132 US Submarine Vet Mem Hwy","6365","Connecticut","New London","Preston","-72.0688","41.475","","Covanta Southeastern Connecticut Company","Covanta Southeastern Connecticut Company","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","24","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","24","24","4040 Fink Rd","95313","California","Stanislaus","Crows Landing","-121.141","37.3853","","Covanta Stanislaus Inc","Covanta Stanislaus Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","16.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","16.8","16.8","2122 S. Yukon Ave","74107","Oklahoma","Tulsa","Tulsa","-96.0181","36.1319","","Covanta Tulsa Renewable Energy LLC","Covanta Tulsa Renewable Energy LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","13.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","13.5","13.5","218 Mt Pisgah ave.","7863","New Jersey","Warren","Oxford","-75.0112","40.8205","","Covanta Warren Energy Resource Co LP","Covanta Warren Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","5","0","0","0","0","Hydroelectric","Hydroelectric","5","5","Hwy 299 and Cove Road","96001","California","Shasta","Burney","-121.9487","40.8713","","Snow Mountain Hydro LLC","Cove Hydroelectric","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","9.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","9.6","9.6","8611 Covel Road","78252","Texas","Bexar","San Antonio","-98.6536","29.3467","","Energy Developments Inc","Covel Gardens Gas Recovery","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.2","0","0","0","0","0","0","0","Solar","Solar","2.2","2.2","755-1225 Airport Road","5825","Vermont","Orleans","Coventry","-72.21975","44.910152","","Soltage LLC","Coventry Photovoltaic, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","116.4","0","0","0","0","0","0","0","0","0","44.5","Biomass","Biomass","116.4","160.9","104 East Riverside St","24426","Virginia","Covington City","Covington","-79.9947","37.799722","","WestRock Corp","Covington Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","50.4","0","0","0","0","0","0","0","0","Wind","Wind","50.4","50.4","Intersection AA Hwy & Y Hwy","64482","Missouri","Atchison","Tarkio","-95.4683","40.4535","","Cow Branch Wind Power, LLC","Cow Branch","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.4","0","0","0","0","Hydroelectric","Hydroelectric","1.4","1.4","South Cow Creek Road","96062","California","Shasta","Millville","-122.02093","40.570817","","Pacific Gas & Electric Co","Cow Creek","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","350","0","0","0","0","Hydroelectric","Hydroelectric","350","350","257 Duke Lane","28164","North Carolina","Lincoln","Stanley","-80.9588","35.4346","","Duke Energy Carolinas, LLC","Cowans Ford","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.7","0","0","0","0","Hydroelectric","Hydroelectric","1.7","1.7","18968 Summitview Road","98947","Washington","Yakima","Tieton","-120.737194","46.692628","","Yakima-Tieton Irrigation Dist","Cowiche","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","70","0","0","0","0","Hydroelectric","Hydroelectric","70","70","1379 Falls Road","98377","Washington","Lewis","Randle","-122.1097","46.4661","","PUD No 1 of Lewis County","Cowlitz Falls","United States"
